id,max_x,max_y,max_z,min_x,min_y,min_z,mean_x,mean_y,mean_z,var_x,var_y,var_z,activity,isFall,timestamp,duration
106,1.091163867477552,0.6000489840853112,1.1319920502904504,-2.335513081397637,-1.9491072944128964,-0.9355055296981154,-0.674649984170038,-0.4043070218541675,0.09584716383490104,0.8198569568032102,0.6269262629309719,0.4995355190605433,Fall,1,1521641608.964,4.638999938964844
107,1.1474555691533264,1.6045290196877593,2.0059341374080724,-2.529714958024028,-2.7581739359969717,-1.895067946779649,-0.6046161739114861,-0.15980869605894257,0.018923570447030635,1.0669564299764116,1.9615062928304867,1.4962786193140207,Fall,1,1521641608.964,4.638999938964844
108,1.794634262829833,2.1157190214307366,1.9870468344634338,-3.110074445056039,-2.413118272589082,-1.2627949041337585,-0.5509287826894605,0.02708905553344466,0.13686119666807836,1.5803561879400256,1.6137785190554885,1.244283778756858,Fall,1,1521641608.964,4.638999938964844
109,1.3106139421755705,1.7627257081599845,1.4841407613388227,-2.2546797911062857,-1.4778298741838822,-2.3949452265297713,-0.7613989912322587,-0.0204003933751626,-0.1059098218260361,1.4809789871954449,1.0506919213685662,0.8767090104116413,Fall,1,1521641608.964,4.638999938964844
110,1.135011741969978,1.317374830049391,2.186705928457638,-3.258182605879925,-2.011864296359464,-1.4918725041071035,-0.8912669197697795,-0.3115813494973201,0.25674373975774695,1.9858826302005514,0.9431317929619666,0.6163390401589803,Fall,1,1521641608.964,4.638999938964844
111,0.08569847324497948,2.9654575048247183,1.469747981907006,-2.482813997883823,-1.8226557185840262,-2.0422841595503654,-0.9860603340069302,-0.06865490367442077,-0.23072780786582373,0.7025431815747644,1.7304746728952292,1.3322719413884008,Fall,1,1521641608.964,4.638999938964844
112,1.7976342476212588,2.5054535581892936,1.7021642039161835,-2.4935428728564757,-2.265514232107499,-0.9004170027098726,-0.608061994195781,0.10232956980349528,0.37054095424320616,1.1526520044207482,1.8728807237924707,0.9448980177130424,Fall,1,1521641608.964,4.638999938964844
113,2.0369676126318206,0.9274829475519332,2.0319513975648253,-3.1008523543953754,-2.084827206123704,-0.5984568001202631,-0.6303447104651084,-0.3305944606810134,0.323789989137975,1.9989566133220453,1.034287053570312,0.832674964987858,Fall,1,1521641608.964,4.638999938964844
114,1.4616933021247205,1.5074742407239867,1.0916565821571185,-1.5523792575092379,-2.3255249891124334,-1.7611065620709472,-0.15914342157680034,-0.6515217889750784,-0.4462096292782844,0.9774818171155415,1.4879452901453742,0.6976263763705263,Fall,1,1521641608.964,4.638999938964844
115,-0.03695545689850688,1.365433713446893,2.1794295700785873,-2.6993871213491607,-2.2678636974865367,-0.6781354443496457,-1.5149512894557153,-0.22171597364521947,0.6642668523930731,0.5865221437994821,1.251205958762759,0.9455199531316979,Fall,1,1521641608.964,4.638999938964844
116,0.128,0.96,1.248,-1.504,-2.272,-0.192,-0.5813333333333334,-0.30399999999999994,0.3066666666666667,0.16995555555555555,0.7501653333333332,0.2163128888888889,Fall,1,1521641608.964,4.638999938964844
117,-0.448,-0.8,0.16,-0.48,-0.832,0.128,-0.46399999999999997,-0.8266666666666667,0.1386666666666667,0.00025599999999999955,0.0001422222222222215,0.00022755555555555558,Fall with Wiggling Hands,0,1521641833.6529999,4.440000057220459
118,-0.32,-0.608,0.16,-0.672,-0.96,-0.128,-0.5013333333333332,-0.8000000000000002,0.06933333333333334,0.008078222222222224,0.007167999999999997,0.007310222222222222,Fall with Wiggling Hands,0,1521641836.1529999,4.458000183105469
